incoming,converted,n_incoming,n_converted,name,description,namespaces,query
SNX7,51375,639,1,SNX7,sorting nexin 7 [Source:HGNC Symbol;Acc:HGNC:14971],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PLPPR5,163404,640,1,PLPPR5,phospholipid phosphatase related 5 [Source:HGNC Symbol;Acc:HGNC:31703],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC100129620,None,641,1,None,None,,query_1
PLPPR4,9890,642,1,PLPPR4,phospholipid phosphatase related 4 [Source:HGNC Symbol;Acc:HGNC:23496],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MIR548N,None,643,1,None,None,,query_1
AGL,178,644,1,AGL,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase [Source:HGNC Symbol;Acc:HGNC:321]","DBASS3,ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SASS6,163786,645,1,SASS6,SAS-6 centriolar assembly protein [Source:HGNC Symbol;Acc:HGNC:25403],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LRRC39,127495,646,1,LRRC39,leucine rich repeat containing 39 [Source:HGNC Symbol;Acc:HGNC:28228],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
DBT,1629,647,1,DBT,dihydrolipoamide branched chain transacylase E2 [Source:HGNC Symbol;Acc:HGNC:2698],"DBASS3,DBASS5,ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RTCA,8634,648,1,RTCA,RNA 3'-terminal phosphate cyclase [Source:HGNC Symbol;Acc:HGNC:17981],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CDC14A,8556,649,1,CDC14A,cell division cycle 14A [Source:HGNC Symbol;Acc:HGNC:1718],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
VCAM1,7412,650,1,VCAM1,vascular cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:12663],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SLC30A7,148867,651,1,SLC30A7,solute carrier family 30 member 7 [Source:HGNC Symbol;Acc:HGNC:19306],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC101928370,None,652,1,None,None,,query_1
S1PR1,1901,653,1,S1PR1,sphingosine-1-phosphate receptor 1 [Source:HGNC Symbol;Acc:HGNC:3165],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC01307,None,654,1,None,None,,query_1
OLFM3,118427,655,1,OLFM3,olfactomedin 3 [Source:HGNC Symbol;Acc:HGNC:17990],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
DNAJA1P5,None,656,1,None,None,,query_1
COL11A1,1301,657,1,COL11A1,collagen type XI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2186],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC101928436,101928436,658,1,AC095032.1,uncharacterized LOC101928436 [Source:NCBI gene;Acc:101928436],"ENTREZGENE,WIKIGENE",query_1
RNPC3,55599,659,1,RNPC3,"RNA binding region (RNP1, RRM) containing 3 [Source:HGNC Symbol;Acc:HGNC:18666]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC100129138,None,660,1,None,None,,query_1
LINC01676,None,661,1,None,None,,query_1
LINC01677,None,662,1,None,None,,query_1
LINC01661,None,663,1,None,None,,query_1
NTNG1,22854,664,1,NTNG1,netrin G1 [Source:HGNC Symbol;Acc:HGNC:23319],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
VAV3,10451,665,1,VAV3,vav guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:12659],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
VAV3-AS1,None,666,1,None,None,,query_1
SLC25A24,29957,667,1,SLC25A24,solute carrier family 25 member 24 [Source:HGNC Symbol;Acc:HGNC:20662],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
FAM102B,284611,668,1,FAM102B,family with sequence similarity 102 member B [Source:HGNC Symbol;Acc:HGNC:27637],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PRPF38B,55119,669,1,PRPF38B,pre-mRNA processing factor 38B [Source:HGNC Symbol;Acc:HGNC:25512],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
FNDC7,163479,670,1,FNDC7,fibronectin type III domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26668],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
STXBP3,6814,671,1,STXBP3,syntaxin binding protein 3 [Source:HGNC Symbol;Acc:HGNC:11446],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
AKNAD1,254268,672,1,AKNAD1,AKNA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28398],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
GPSM2,29899,673,1,GPSM2,G protein signaling modulator 2 [Source:HGNC Symbol;Acc:HGNC:29501],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CLCC1,23155,674,1,CLCC1,chloride channel CLIC like 1 [Source:HGNC Symbol;Acc:HGNC:29675],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
WDR47,22911,675,1,WDR47,WD repeat domain 47 [Source:HGNC Symbol;Acc:HGNC:29141],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
KIAA1324,57535,676,1,KIAA1324,KIAA1324 [Source:HGNC Symbol;Acc:HGNC:29618],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SARS,6301,677,1,SARS,seryl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:10537],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MYBPHL,343263,678,1,MYBPHL,myosin binding protein H like [Source:HGNC Symbol;Acc:HGNC:30434],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SORT1,6272,679,1,SORT1,sortilin 1 [Source:HGNC Symbol;Acc:HGNC:11186],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PSMA5,5686,680,1,PSMA5,proteasome subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:9534],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SYPL2,284612,681,1,SYPL2,synaptophysin like 2 [Source:HGNC Symbol;Acc:HGNC:27638],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
GNAI3,2773,682,1,GNAI3,G protein subunit alpha i3 [Source:HGNC Symbol;Acc:HGNC:4387],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
AMPD2,271,683,1,AMPD2,adenosine monophosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:469],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
GSTM3,2947,684,1,GSTM3,glutathione S-transferase mu 3 [Source:HGNC Symbol;Acc:HGNC:4635],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CSF1,1435,685,1,CSF1,colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
AHCYL1,10768,686,1,AHCYL1,adenosylhomocysteinase like 1 [Source:HGNC Symbol;Acc:HGNC:344],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ALX3,257,687,1,ALX3,ALX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:449],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC01397,None,688,1,None,None,,query_1
SLC6A17,388662,689,1,SLC6A17,solute carrier family 6 member 17 [Source:HGNC Symbol;Acc:HGNC:31399],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC440600,None,690,1,None,None,,query_1
RBM15,64783,691,1,RBM15,RNA binding motif protein 15 [Source:HGNC Symbol;Acc:HGNC:14959],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SLC16A4,9122,692,1,SLC16A4,solute carrier family 16 member 4 [Source:HGNC Symbol;Acc:HGNC:10925],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CYMP,None,693,1,None,None,,query_1
CD53,963,694,1,CD53,CD53 molecule [Source:HGNC Symbol;Acc:HGNC:1686],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LRIF1,55791,695,1,LRIF1,ligand dependent nuclear receptor interacting factor 1 [Source:HGNC Symbol;Acc:HGNC:30299],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CEPT1,10390,696,1,CEPT1,choline/ethanolamine phosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:24289],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
DENND2D,79961,697,1,DENND2D,DENN domain containing 2D [Source:HGNC Symbol;Acc:HGNC:26192],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CHI3L2,1117,698,1,CHI3L2,chitinase 3 like 2 [Source:HGNC Symbol;Acc:HGNC:1933],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CHIA,27159,699,1,CHIA,chitinase acidic [Source:HGNC Symbol;Acc:HGNC:17432],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
C1orf162,128346,700,1,C1orf162,chromosome 1 open reading frame 162 [Source:HGNC Symbol;Acc:HGNC:28344],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TMIGD3,57413,701,1,TMIGD3,transmembrane and immunoglobulin domain containing 3 [Source:HGNC Symbol;Acc:HGNC:51375],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RAP1A,5906,702,1,RAP1A,"RAP1A, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9855]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
DDX20,11218,703,1,DDX20,DEAD-box helicase 20 [Source:HGNC Symbol;Acc:HGNC:2743],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
KCND3,3752,704,1,KCND3,potassium voltage-gated channel subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:6239],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CTTNBP2NL,55917,705,1,CTTNBP2NL,CTTNBP2 N-terminal like [Source:HGNC Symbol;Acc:HGNC:25330],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
WNT2B,7482,706,1,WNT2B,Wnt family member 2B [Source:HGNC Symbol;Acc:HGNC:12781],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ST7L,54879,707,1,ST7L,suppression of tumorigenicity 7 like [Source:HGNC Symbol;Acc:HGNC:18441],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CAPZA1,829,708,1,CAPZA1,capping actin protein of muscle Z-line subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:1488],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MOV10,4343,709,1,MOV10,Mov10 RISC complex RNA helicase [Source:HGNC Symbol;Acc:HGNC:7200],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SLC16A1,6566,710,1,SLC16A1,solute carrier family 16 member 1 [Source:HGNC Symbol;Acc:HGNC:10922],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SLC16A1-AS1,None,711,1,None,None,,query_1
LOC100996251,None,712,1,None,None,,query_1
LRIG2,9860,713,1,LRIG2,leucine rich repeats and immunoglobulin like domains 2 [Source:HGNC Symbol;Acc:HGNC:20889],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MAGI3,260425,714,1,MAGI3,"membrane associated guanylate kinase, WW and PDZ domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29647]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PHTF1,10745,715,1,PHTF1,putative homeodomain transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:8939],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RSBN1,54665,716,1,RSBN1,round spermatid basic protein 1 [Source:HGNC Symbol;Acc:HGNC:25642],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
AP4B1-AS1,None,717,1,None,None,,query_1
HIPK1-AS1,None,718,1,None,None,,query_1
OLFML3,56944,719,1,OLFML3,olfactomedin like 3 [Source:HGNC Symbol;Acc:HGNC:24956],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SYT6,148281,720,1,SYT6,synaptotagmin 6 [Source:HGNC Symbol;Acc:HGNC:18638],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TRIM33,51592,721,1,TRIM33,tripartite motif containing 33 [Source:HGNC Symbol;Acc:HGNC:16290],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
DENND2C,163259,722,1,DENND2C,DENN domain containing 2C [Source:HGNC Symbol;Acc:HGNC:24748],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
AMPD1,270,723,1,AMPD1,adenosine monophosphate deaminase 1 [Source:HGNC Symbol;Acc:HGNC:468],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
NRAS,4893,724,1,NRAS,"NRAS proto-oncogene, GTPase [Source:HGNC Symbol;Acc:HGNC:7989]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SYCP1,6847,725,1,SYCP1,synaptonemal complex protein 1 [Source:HGNC Symbol;Acc:HGNC:11487],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TSHB,7252,726,1,TSHB,thyroid stimulating hormone subunit beta [Source:HGNC Symbol;Acc:HGNC:12372],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TSPAN2,10100,727,1,TSPAN2,tetraspanin 2 [Source:HGNC Symbol;Acc:HGNC:20659],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
NGF,4803,728,1,NGF,nerve growth factor [Source:HGNC Symbol;Acc:HGNC:7808],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
VANGL1,81839,729,1,VANGL1,VANGL planar cell polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:15512],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CASQ2,845,730,1,CASQ2,calsequestrin 2 [Source:HGNC Symbol;Acc:HGNC:1513],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC01649,None,731,1,None,None,,query_1
LOC101928977,None,732,1,None,None,,query_1
SLC22A15,55356,733,1,SLC22A15,solute carrier family 22 member 15 [Source:HGNC Symbol;Acc:HGNC:20301],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MAB21L3,126868,734,1,MAB21L3,mab-21 like 3 [Source:HGNC Symbol;Acc:HGNC:26787],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ATP1A1,476,735,1,ATP1A1,ATPase Na+/K+ transporting subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:799],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CD58,965,736,1,CD58,CD58 molecule [Source:HGNC Symbol;Acc:HGNC:1688],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
C1orf137,None,737,1,None,None,,query_1
PTGFRN,5738,738,1,PTGFRN,prostaglandin F2 receptor inhibitor [Source:HGNC Symbol;Acc:HGNC:9601],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CD101,9398,739,1,CD101,CD101 molecule [Source:HGNC Symbol;Acc:HGNC:5949],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC101929099,None,740,1,None,None,,query_1
TTF2,8458,741,1,TTF2,transcription termination factor 2 [Source:HGNC Symbol;Acc:HGNC:12398],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
VTCN1,79679,742,1,VTCN1,V-set domain containing T cell activation inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28873],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC01525,None,743,1,None,None,,query_1
MAN1A2,10905,744,1,MAN1A2,mannosidase alpha class 1A member 2 [Source:HGNC Symbol;Acc:HGNC:6822],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC100996263,None,745,1,None,None,,query_1
GDAP2,54834,746,1,GDAP2,ganglioside induced differentiation associated protein 2 [Source:HGNC Symbol;Acc:HGNC:18010],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
WDR3,10885,747,1,WDR3,WD repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12755],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SPAG17,200162,748,1,SPAG17,sperm associated antigen 17 [Source:HGNC Symbol;Acc:HGNC:26620],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TBX15,6913,749,1,TBX15,T-box transcription factor 15 [Source:HGNC Symbol;Acc:HGNC:11594],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
WARS2-IT1,None,750,1,None,None,,query_1
WARS2,10352,751,1,WARS2,"tryptophanyl tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12730]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC101929147,None,752,1,None,None,,query_1
ZNF697,90874,753,1,ZNF697,zinc finger protein 697 [Source:HGNC Symbol;Acc:HGNC:32034],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PHGDH,26227,754,1,PHGDH,phosphoglycerate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8923],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
HMGCS2,3158,755,1,HMGCS2,3-hydroxy-3-methylglutaryl-CoA synthase 2 [Source:HGNC Symbol;Acc:HGNC:5008],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
REG4,83998,756,1,REG4,regenerating family member 4 [Source:HGNC Symbol;Acc:HGNC:22977],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
NOTCH2,4853,757,1,NOTCH2,notch receptor 2 [Source:HGNC Symbol;Acc:HGNC:7882],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC100996724,None,758,1,None,None,,query_1
NBPF26,101060684,759,1,NBPF26,NBPF member 26 [Source:HGNC Symbol;Acc:HGNC:49571],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC00623,None,760,1,None,None,,query_1
LOC101929798,None,761,1,None,None,,query_1
FAM72B,653820,762,1,FAM72B,family with sequence similarity 72 member B [Source:HGNC Symbol;Acc:HGNC:24805],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SRGAP2C,653464,763,1,SRGAP2C,SLIT-ROBO Rho GTPase activating protein 2C [Source:HGNC Symbol;Acc:HGNC:30584],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SRGAP2-AS1,None,764,1,None,None,,query_1
EMBP1,None,765,1,None,None,,query_1
SRGAP2B,647135,766,1,SRGAP2B,SLIT-ROBO Rho GTPase activating protein 2B [Source:HGNC Symbol;Acc:HGNC:35237],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
GPR89A,653519,767,1,GPR89A,G protein-coupled receptor 89A [Source:HGNC Symbol;Acc:HGNC:31984],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CD160,11126,768,1,CD160,CD160 molecule [Source:HGNC Symbol;Acc:HGNC:17013],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RNF115,27246,769,1,RNF115,ring finger protein 115 [Source:HGNC Symbol;Acc:HGNC:18154],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ANKRD35,148741,770,1,ANKRD35,ankyrin repeat domain 35 [Source:HGNC Symbol;Acc:HGNC:26323],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
POLR3GL,84265,771,1,POLR3GL,RNA polymerase III subunit G like [Source:HGNC Symbol;Acc:HGNC:28466],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RNVU1-6,None,772,1,None,None,,query_1
HYDIN2,None,773,1,None,None,,query_1
NBPF12,149013,774,1,NBPF12,NBPF member 12 [Source:HGNC Symbol;Acc:HGNC:24297],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC728989,None,775,1,None,None,,query_1
NBPF13P,None,776,1,None,None,,query_1
PRKAB2,5565,777,1,PRKAB2,protein kinase AMP-activated non-catalytic subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:9379],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CHD1L,9557,778,1,CHD1L,chromodomain helicase DNA binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:1916],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC00624,None,779,1,None,None,,query_1
BCL9,607,780,1,BCL9,BCL9 transcription coactivator [Source:HGNC Symbol;Acc:HGNC:1008],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ACP6,51205,781,1,ACP6,"acid phosphatase 6, lysophosphatidic [Source:HGNC Symbol;Acc:HGNC:29609]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
GJA5,2702,782,1,GJA5,gap junction protein alpha 5 [Source:HGNC Symbol;Acc:HGNC:4279],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
GPR89B,653519,783,1,GPR89A,G protein-coupled receptor 89A [Source:HGNC Symbol;Acc:HGNC:31984],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
GPR89B,51463,783,2,GPR89B,G protein-coupled receptor 89B [Source:HGNC Symbol;Acc:HGNC:13840],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC100505824,None,784,1,None,None,,query_1
MIR6077,None,785,1,None,None,,query_1
LOC100132057,None,786,1,None,None,,query_1
LINC01138,None,787,1,None,None,,query_1
PDE4DIP,9659,788,1,PDE4DIP,phosphodiesterase 4D interacting protein [Source:HGNC Symbol;Acc:HGNC:15580],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC00869,None,789,1,None,None,,query_1
MTMR11,10903,790,1,MTMR11,myotubularin related protein 11 [Source:HGNC Symbol;Acc:HGNC:24307],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OTUD7B,56957,791,1,OTUD7B,OTU deubiquitinase 7B [Source:HGNC Symbol;Acc:HGNC:16683],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
VPS45,11311,792,1,VPS45,vacuolar protein sorting 45 homolog [Source:HGNC Symbol;Acc:HGNC:14579],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC105371433,None,793,1,None,None,,query_1
ANP32E,81611,794,1,ANP32E,acidic nuclear phosphoprotein 32 family member E [Source:HGNC Symbol;Acc:HGNC:16673],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
APH1A,51107,795,1,APH1A,"aph-1 homolog A, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:29509]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
C1orf54,79630,796,1,C1orf54,chromosome 1 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:26258],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MRPS21,54460,797,1,MRPS21,mitochondrial ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:14046],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PRPF3,9129,798,1,PRPF3,pre-mRNA processing factor 3 [Source:HGNC Symbol;Acc:HGNC:17348],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RPRD2,23248,799,1,RPRD2,regulation of nuclear pre-mRNA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29039],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TARS2,80222,800,1,TARS2,"threonyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:30740]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
FALEC,100874054,801,1,FALEC,focally amplified long non-coding RNA in epithelial cancer [Source:HGNC Symbol;Acc:HGNC:43713],"ENTREZGENE,HGNC,WIKIGENE",query_1
ADAMTSL4,54507,802,1,ADAMTSL4,ADAMTS like 4 [Source:HGNC Symbol;Acc:HGNC:19706],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MCL1,4170,803,1,MCL1,"MCL1 apoptosis regulator, BCL2 family member [Source:HGNC Symbol;Acc:HGNC:6943]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
GOLPH3L,55204,804,1,GOLPH3L,golgi phosphoprotein 3 like [Source:HGNC Symbol;Acc:HGNC:24882],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
HORMAD1,84072,805,1,HORMAD1,HORMA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25245],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ARNT,405,806,1,ARNT,aryl hydrocarbon receptor nuclear translocator [Source:HGNC Symbol;Acc:HGNC:700],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SETDB1,9869,807,1,SETDB1,SET domain bifurcated histone lysine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10761],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ANXA9,8416,808,1,ANXA9,annexin A9 [Source:HGNC Symbol;Acc:HGNC:547],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PRUNE1,58497,809,1,PRUNE1,prune exopolyphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:13420],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
BNIPL,149428,810,1,BNIPL,BCL2 interacting protein like [Source:HGNC Symbol;Acc:HGNC:16976],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CDC42SE1,56882,811,1,CDC42SE1,CDC42 small effector 1 [Source:HGNC Symbol;Acc:HGNC:17719],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MLLT11,10962,812,1,MLLT11,MLLT11 transcription factor 7 cofactor [Source:HGNC Symbol;Acc:HGNC:16997],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
GABPB2,2553,813,1,GABPB1,GA binding protein transcription factor subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4074],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
GABPB2,126626,813,2,GABPB2,GA binding protein transcription factor subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:28441],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SEMA6C,10500,814,1,SEMA6C,semaphorin 6C [Source:HGNC Symbol;Acc:HGNC:10740],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
